date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:03:57	7950/7950	---M--	200	added ('OK')	text/html	etag:%22f02e323b6cd3cf1:0%22	http://cambridgemun.org/CAMUN%2013%20web%20archive/Gallery13.html	C:/Users/user/Desktop/Test/cambridgemun.org/CAMUN%2013%20web%20archive/Gallery13.html	(from http://cambridgemun.org/CAMUN%2013%20web%20archive/HOME13.html)
21:03:57	6610/6610	---M--	200	added ('OK')	text/html	etag:%227160ac336cd3cf1:0%22	http://cambridgemun.org/CAMUN%2013%20web%20archive/contact13.html	C:/Users/user/Desktop/Test/cambridgemun.org/CAMUN%2013%20web%20archive/contact13.html	(from http://cambridgemun.org/CAMUN%2013%20web%20archive/HOME13.html)
21:04:12	86161/86161	---M--	200	added ('OK')	image/png	etag:%22452fa25e6cd3cf1:0%22	http://cambridgemun.org/CAMUN%2013%20web%20archive/signmain.png	C:/Users/user/Desktop/Test/cambridgemun.org/CAMUN%2013%20web%20archive/signmain.png	(from http://cambridgemun.org/CAMUN%2013%20web%20archive/HOME13.html)
21:04:49	228202/228202	---M--	200	added ('OK')	image/jpeg	etag:%22e20b85a6cd3cf1:0%22	http://cambridgemun.org/CAMUN%2013%20web%20archive/SG.JPG	C:/Users/user/Desktop/Test/cambridgemun.org/CAMUN%2013%20web%20archive/SG.jpg	(from http://cambridgemun.org/CAMUN%2013%20web%20archive/HOME13.html)
21:04:50	1955/1955	---M--	200	added ('OK')	image/png	etag:%22b3875396cd3cf1:0%22	http://cambridgemun.org/CAMUN%2013%20web%20archive/facebook.png	C:/Users/user/Desktop/Test/cambridgemun.org/CAMUN%2013%20web%20archive/facebook.png	(from http://cambridgemun.org/CAMUN%2013%20web%20archive/HOME13.html)
21:04:51	2388/2388	---M--	200	added ('OK')	image/png	etag:%2260f060806cd3cf1:0%22	http://cambridgemun.org/CAMUN%2013%20web%20archive/twitter.png	C:/Users/user/Desktop/Test/cambridgemun.org/CAMUN%2013%20web%20archive/twitter.png	(from http://cambridgemun.org/CAMUN%2013%20web%20archive/HOME13.html)
21:04:51	2701/2701	---M--	200	added ('OK')	image/png	etag:%22ee4ad7ab6cd3cf1:0%22	http://cambridgemun.org/CAMUN%2013%20web%20archive/youtube.png	C:/Users/user/Desktop/Test/cambridgemun.org/CAMUN%2013%20web%20archive/youtube.png	(from http://cambridgemun.org/CAMUN%2013%20web%20archive/HOME13.html)
21:05:04	2651518/2651518	UR-M--	200	added ('Partial%20Content')	application/pdf	etag:%2253b213fa6bd3cf1:0%22	http://cambridgemun.org/Study%20guide%20-%20Peace%20Building%20Commission-1.pdf	C:/Users/user/Desktop/Test/cambridgemun.org/Study%20guide%20-%20Peace%20Building%20Commission-1.pdf	(from http://cambridgemun.org/Committees.html)
21:05:05	1549/1549	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2008%20Oct%202014%2017:05:04%20GMT	http://cambridgemun.org/Desktop/camun%2713/for%20the%20bar.jpg	C:/Users/user/Desktop/Test/cambridgemun.org/Desktop/camun'13/for%20the%20bar.5a.delayed	(from http://cambridgemun.org/CAMUN%2013%20web%20archive/SpryAssets/SpryMenuBarVertical.css)
21:05:07	13217/13217	---M--	200	added ('OK')	image/jpeg	etag:%224dc1413a6cd3cf1:0%22	http://cambridgemun.org/CAMUN%2013%20web%20archive/for%20the%20bar.jpg	C:/Users/user/Desktop/Test/cambridgemun.org/CAMUN%2013%20web%20archive/for%20the%20bar.jpg	(from http://cambridgemun.org/CAMUN%2013%20web%20archive/SpryAssets/SpryMenuBarVertical.css)
21:05:08	55/55	---M--	200	added ('OK')	image/gif	etag:%2287b797b06cd3cf1:0%22	http://cambridgemun.org/CAMUN%2013%20web%20archive/SpryAssets/SpryMenuBarRightHover.gif	C:/Users/user/Desktop/Test/cambridgemun.org/CAMUN%2013%20web%20archive/SpryAssets/SpryMenuBarRightHover.gif	(from http://cambridgemun.org/CAMUN%2013%20web%20archive/SpryAssets/SpryMenuBarVertical.css)
21:05:08	1549/1549	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2008%20Oct%202014%2017:05:08%20GMT	http://cambridgemun.org/CAMUN%2013%20web%20archive/ABOUTUS.html	C:/Users/user/Desktop/Test/cambridgemun.org/CAMUN%2013%20web%20archive/ABOUTUS.5d.delayed	(from http://cambridgemun.org/CAMUN%2013%20web%20archive/ABOUTUS13.html)
21:05:09	1549/1549	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2008%20Oct%202014%2017:05:08%20GMT	http://cambridgemun.org/CAMUN%2013%20web%20archive/ORIGIN.html	C:/Users/user/Desktop/Test/cambridgemun.org/CAMUN%2013%20web%20archive/ORIGIN.5e.delayed	(from http://cambridgemun.org/CAMUN%2013%20web%20archive/ABOUTUS13.html)
21:05:09	1549/1549	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2008%20Oct%202014%2017:05:10%20GMT	http://cambridgemun.org/CAMUN%2013%20web%20archive/Secretariat.html	C:/Users/user/Desktop/Test/cambridgemun.org/CAMUN%2013%20web%20archive/Secretariat.5f.delayed	(from http://cambridgemun.org/CAMUN%2013%20web%20archive/ABOUTUS13.html)
21:05:09	1549/1549	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2008%20Oct%202014%2017:05:10%20GMT	http://cambridgemun.org/CAMUN%2013%20web%20archive/Conference.html	C:/Users/user/Desktop/Test/cambridgemun.org/CAMUN%2013%20web%20archive/Conference.60.delayed	(from http://cambridgemun.org/CAMUN%2013%20web%20archive/ABOUTUS13.html)
21:05:10	1549/1549	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2008%20Oct%202014%2017:05:10%20GMT	http://cambridgemun.org/CAMUN%2013%20web%20archive/Theme.html	C:/Users/user/Desktop/Test/cambridgemun.org/CAMUN%2013%20web%20archive/Theme.61.delayed	(from http://cambridgemun.org/CAMUN%2013%20web%20archive/ABOUTUS13.html)
21:05:10	1549/1549	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2008%20Oct%202014%2017:05:11%20GMT	http://cambridgemun.org/CAMUN%2013%20web%20archive/Committees.html	C:/Users/user/Desktop/Test/cambridgemun.org/CAMUN%2013%20web%20archive/Committees.62.delayed	(from http://cambridgemun.org/CAMUN%2013%20web%20archive/ABOUTUS13.html)
21:05:10	1549/1549	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2008%20Oct%202014%2017:05:11%20GMT	http://cambridgemun.org/CAMUN%2013%20web%20archive/schedule.html	C:/Users/user/Desktop/Test/cambridgemun.org/CAMUN%2013%20web%20archive/schedule.63.delayed	(from http://cambridgemun.org/CAMUN%2013%20web%20archive/ABOUTUS13.html)
21:05:11	1549/1549	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2008%20Oct%202014%2017:05:11%20GMT	http://cambridgemun.org/CAMUN%2013%20web%20archive/Gallery.html	C:/Users/user/Desktop/Test/cambridgemun.org/CAMUN%2013%20web%20archive/Gallery.64.delayed	(from http://cambridgemun.org/CAMUN%2013%20web%20archive/ABOUTUS13.html)
21:05:11	1549/1549	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2008%20Oct%202014%2017:05:12%20GMT	http://cambridgemun.org/CAMUN%2013%20web%20archive/contact.html	C:/Users/user/Desktop/Test/cambridgemun.org/CAMUN%2013%20web%20archive/contact.65.delayed	(from http://cambridgemun.org/CAMUN%2013%20web%20archive/ABOUTUS13.html)
21:05:16	26823/26823	---M--	200	added ('OK')	image/jpeg	etag:%22538f593a6cd3cf1:0%22	http://cambridgemun.org/CAMUN%2013%20web%20archive/Family.jpg	C:/Users/user/Desktop/Test/cambridgemun.org/CAMUN%2013%20web%20archive/Family.jpg	(from http://cambridgemun.org/CAMUN%2013%20web%20archive/Secretariat13.html)
21:07:36	3708246/3708246	---M--	200	added ('OK')	application/pdf	etag:%22684140256cd3cf1:0%22	http://cambridgemun.org/CAMUN%2013%20web%20archive/CAM-2-Scan_Doc0001.pdf	C:/Users/user/Desktop/Test/cambridgemun.org/CAMUN%2013%20web%20archive/CAM-2-Scan_Doc0001.pdf	(from http://cambridgemun.org/CAMUN%2013%20web%20archive/HOME13.html)
21:07:48	3893032/3893032	---M--	200	added ('OK')	application/pdf	etag:%22c7c460b26cd3cf1:0%22	http://cambridgemun.org/CAMUN%2013%20web%20archive/THIMUN%20mun%20guide.pdf	C:/Users/user/Desktop/Test/cambridgemun.org/CAMUN%2013%20web%20archive/THIMUN%20mun%20guide.pdf	(from http://cambridgemun.org/CAMUN%2013%20web%20archive/HOME13.html)
21:07:48	1549/1549	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2008%20Oct%202014%2017:07:48%20GMT	http://cambridgemun.org/CAMUN%2013%20web%20archive/aDVISORYBOARD.html	C:/Users/user/Desktop/Test/cambridgemun.org/CAMUN%2013%20web%20archive/aDVISORYBOARD.69.delayed	(from http://cambridgemun.org/CAMUN%2013%20web%20archive/Secretariat13.html)
